dt,user_pseudo_id,event_name,category,continent,country,region,medium,source
2023-07-31 19:44:30.000000 UTC,1192735567,result_1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:44:30.000000 UTC,1192735567,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:44:30.000000 UTC,1192735567,entj_1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:44:35.000000 UTC,1192735567,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:44:35.000000 UTC,1192735567,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:44:40.000000 UTC,1192735567,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:46:58.000000 UTC,1192735567,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:46:59.000000 UTC,1192735567,start_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:46:59.000000 UTC,1192735567,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:47:01.000000 UTC,1192735567,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-31 19:48:52.000000 UTC,1192735567,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:48:55.000000 UTC,1192735567,start_bnt,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:48:55.000000 UTC,1192735567,scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:48:57.000000 UTC,1192735567,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:00.000000 UTC,1192735567,scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:05.000000 UTC,1192735567,Q1-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:05.000000 UTC,1192735567,Q2-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:11.000000 UTC,1192735567,Q3-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:11.000000 UTC,1192735567,Q4-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:11.000000 UTC,1192735567,Q5-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:11.000000 UTC,1192735567,Q6-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:17.000000 UTC,1192735567,Q7-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:17.000000 UTC,1192735567,Q8-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:20.000000 UTC,1192735567,Q9-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:20.000000 UTC,1192735567,Q10-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:21.000000 UTC,1192735567,result_1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:21.000000 UTC,1192735567,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:21.000000 UTC,1192735567,entj_1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:22.000000 UTC,1192735567,60 % Scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:22.000000 UTC,1192735567,90 % Scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:23.000000 UTC,1192735567,result_share_bnt,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 19:49:23.000000 UTC,1192735567,scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-31 17:06:59.000000 UTC,1192808783,first_visit,mobile,Asia,South Korea,Seoul,referral,instagram.com
2023-07-31 17:06:59.000000 UTC,1192808783,session_start,mobile,Asia,South Korea,Seoul,referral,instagram.com
2023-07-31 17:06:59.000000 UTC,1192808783,result_5,mobile,Asia,South Korea,Seoul,referral,instagram.com
2023-07-31 17:06:59.000000 UTC,1192808783,page_view,mobile,Asia,South Korea,Seoul,referral,instagram.com
2023-07-31 15:57:14.000000 UTC,1194162280,first_visit,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:14.000000 UTC,1194162280,session_start,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:14.000000 UTC,1194162280,page_view,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:17.000000 UTC,1194162280,start_bnt,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:17.000000 UTC,1194162280,scroll,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:20.000000 UTC,1194162280,page_view,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:25.000000 UTC,1194162280,scroll,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:35.000000 UTC,1194162280,Q1-1,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:46.000000 UTC,1194162280,Q2-1,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:56.000000 UTC,1194162280,Q3-1,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:57:56.000000 UTC,1194162280,Q4-1,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:03.000000 UTC,1194162280,Q5-2,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:08.000000 UTC,1194162280,Q6-1,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:08.000000 UTC,1194162280,Q7-2,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:16.000000 UTC,1194162280,Q9-2,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:16.000000 UTC,1194162280,Q8-2,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:20.000000 UTC,1194162280,Q10-1,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:21.000000 UTC,1194162280,result_5,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:21.000000 UTC,1194162280,page_view,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:26.000000 UTC,1194162280,60 % Scroll,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-31 15:58:26.000000 UTC,1194162280,90 % Scroll,mobile,Asia,South Korea,Daejeon,referral,l.instagram.com
2023-07-30 20:36:16.000000 UTC,1196383987,first_visit,desktop,Asia,South Korea,Seoul,(none),(direct)
2023-07-30 20:36:16.000000 UTC,1196383987,session_start,desktop,Asia,South Korea,Seoul,(none),(direct)
2023-07-30 20:36:16.000000 UTC,1196383987,page_view,desktop,Asia,South Korea,Seoul,(none),(direct)
2023-07-30 20:36:22.000000 UTC,1196383987,scroll,desktop,Asia,South Korea,Seoul,(none),(direct)
2023-07-30 20:36:24.000000 UTC,1196383987,user_engagement,desktop,Asia,South Korea,Seoul,(none),(direct)
2023-07-30 18:30:58.000000 UTC,1212541953,first_visit,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:30:58.000000 UTC,1212541953,session_start,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:30:58.000000 UTC,1212541953,page_view,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:31:01.000000 UTC,1212541953,scroll,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:31:01.000000 UTC,1212541953,start_bnt,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:31:06.000000 UTC,1212541953,page_view,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:31:19.000000 UTC,1212541953,Q1-1,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:31:31.000000 UTC,1212541953,Q2-1,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:31:58.000000 UTC,1212541953,Q3-2,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:08.000000 UTC,1212541953,Q4-1,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:16.000000 UTC,1212541953,Q5-2,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:16.000000 UTC,1212541953,Q6-1,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:21.000000 UTC,1212541953,scroll,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:26.000000 UTC,1212541953,Q7-2,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:26.000000 UTC,1212541953,Q8-1,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:33.000000 UTC,1212541953,Q9-1,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:33.000000 UTC,1212541953,Q10-1,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:34.000000 UTC,1212541953,page_view,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:34.000000 UTC,1212541953,result_3,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:41.000000 UTC,1212541953,60 % Scroll,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:41.000000 UTC,1212541953,90 % Scroll,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:46.000000 UTC,1212541953,scroll,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:52.000000 UTC,1212541953,kakao_share_bnt,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 18:32:54.000000 UTC,1212541953,user_engagement,mobile,Asia,Vietnam,Lam Dong,referral,l.instagram.com
2023-07-30 17:22:12.000000 UTC,1225399696,first_visit,mobile,Asia,South Korea,Gyeongsangnam-do,(none),(direct)
2023-07-30 17:22:12.000000 UTC,1225399696,session_start,mobile,Asia,South Korea,Gyeongsangnam-do,(none),(direct)
2023-07-30 17:22:12.000000 UTC,1225399696,page_view,mobile,Asia,South Korea,Gyeongsangnam-do,(none),(direct)
2023-07-30 17:22:15.000000 UTC,1225399696,start_bnt,mobile,Asia,South Korea,Gyeongsangnam-do,(none),(direct)
2023-07-30 17:22:18.000000 UTC,1225399696,page_view,mobile,Asia,South Korea,Gyeongsangnam-do,(none),(direct)
2023-08-03 12:49:47.000000 UTC,1244436439,first_visit,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:49:47.000000 UTC,1244436439,session_start,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:49:47.000000 UTC,1244436439,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:49:48.000000 UTC,1244436439,start_bnt,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:49:48.000000 UTC,1244436439,scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:49:54.000000 UTC,1244436439,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:50:35.000000 UTC,1244436439,Q1-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:50:42.000000 UTC,1244436439,Q2-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:51:34.000000 UTC,1244436439,Q3-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:51:43.000000 UTC,1244436439,Q4-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:51:51.000000 UTC,1244436439,Q5-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:51:51.000000 UTC,1244436439,Q6-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:51:59.000000 UTC,1244436439,Q7-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:25.000000 UTC,1244436439,Q8-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:30.000000 UTC,1244436439,scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:39.000000 UTC,1244436439,Q9-2,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:44.000000 UTC,1244436439,Q10-1,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:45.000000 UTC,1244436439,result_5,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:45.000000 UTC,1244436439,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:54.000000 UTC,1244436439,60 % Scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:54.000000 UTC,1244436439,90 % Scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:56.000000 UTC,1244436439,result_share_bnt,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:52:56.000000 UTC,1244436439,scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:53:17.000000 UTC,1244436439,result_5,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:53:17.000000 UTC,1244436439,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:53:23.000000 UTC,1244436439,result_5,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:53:23.000000 UTC,1244436439,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:53:24.000000 UTC,1244436439,60 % Scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:53:24.000000 UTC,1244436439,90 % Scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:53:26.000000 UTC,1244436439,scroll,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:57:56.000000 UTC,1244436439,result_5,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:57:56.000000 UTC,1244436439,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:58:00.000000 UTC,1244436439,result_5,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-08-03 12:58:00.000000 UTC,1244436439,page_view,mobile,Asia,South Korea,Gyeonggi-do,(none),(direct)
2023-07-29 18:45:14.000000 UTC,1265813913,first_visit,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:14.000000 UTC,1265813913,session_start,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:14.000000 UTC,1265813913,page_view,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:15.000000 UTC,1265813913,start_bnt,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:16.000000 UTC,1265813913,page_view,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:21.000000 UTC,1265813913,scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:33.000000 UTC,1265813913,Q1-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:44.000000 UTC,1265813913,Q2-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:55.000000 UTC,1265813913,Q3-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:45:55.000000 UTC,1265813913,Q4-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:08.000000 UTC,1265813913,Q5-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:14.000000 UTC,1265813913,Q6-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:16.000000 UTC,1265813913,Q7-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:26.000000 UTC,1265813913,Q8-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:41.000000 UTC,1265813913,Q9-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:44.000000 UTC,1265813913,result_1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:44.000000 UTC,1265813913,Q10-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:46:44.000000 UTC,1265813913,page_view,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:47:02.000000 UTC,1265813913,60 % Scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:47:12.000000 UTC,1265813913,kakao_share_bnt,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:47:14.000000 UTC,1265813913,result_share_bnt,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-07-29 18:47:37.000000 UTC,1265813913,result_share_bnt,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 12:39:51.000000 UTC,1281995217,first_visit,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:39:51.000000 UTC,1281995217,session_start,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:39:51.000000 UTC,1281995217,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:39:56.000000 UTC,1281995217,scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 16:39:56.000000 UTC,1299898511,first_visit,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:39:56.000000 UTC,1299898511,session_start,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:39:56.000000 UTC,1299898511,page_view,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:39:57.000000 UTC,1299898511,start_bnt,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:04.000000 UTC,1299898511,page_view,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:08.000000 UTC,1299898511,Q1-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:13.000000 UTC,1299898511,scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:20.000000 UTC,1299898511,Q2-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:28.000000 UTC,1299898511,Q3-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:34.000000 UTC,1299898511,Q4-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:51.000000 UTC,1299898511,Q5-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:51.000000 UTC,1299898511,Q6-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:58.000000 UTC,1299898511,Q8-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:40:58.000000 UTC,1299898511,Q7-1,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:07.000000 UTC,1299898511,Q9-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:07.000000 UTC,1299898511,Q10-2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:07.000000 UTC,1299898511,page_view,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:07.000000 UTC,1299898511,result_2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:18.000000 UTC,1299898511,60 % Scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:19.000000 UTC,1299898511,90 % Scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:21.000000 UTC,1299898511,scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 16:41:21.000000 UTC,1299898511,result_share_bnt,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 18:15:49.000000 UTC,1299898511,scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 18:15:49.000000 UTC,1299898511,session_start,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 18:15:49.000000 UTC,1299898511,page_view,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 18:15:49.000000 UTC,1299898511,result_2,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 18:15:53.000000 UTC,1299898511,60 % Scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 18:15:53.000000 UTC,1299898511,90 % Scroll,mobile,Asia,South Korea,Chungcheongnam-do,(none),(direct)
2023-08-01 13:02:15.000000 UTC,1326431603,first_visit,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:15.000000 UTC,1326431603,session_start,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:15.000000 UTC,1326431603,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:16.000000 UTC,1326431603,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:16.000000 UTC,1326431603,start_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:17.000000 UTC,1326431603,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:21.000000 UTC,1326431603,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:26.000000 UTC,1326431603,Q1-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:31.000000 UTC,1326431603,Q2-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:39.000000 UTC,1326431603,Q3-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:39.000000 UTC,1326431603,Q4-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:49.000000 UTC,1326431603,Q5-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:49.000000 UTC,1326431603,Q6-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:49.000000 UTC,1326431603,Q7-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:57.000000 UTC,1326431603,Q8-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:02:57.000000 UTC,1326431603,Q9-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:03:05.000000 UTC,1326431603,Q10-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:03:05.000000 UTC,1326431603,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:03:05.000000 UTC,1326431603,result_5,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:03:10.000000 UTC,1326431603,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:03:15.000000 UTC,1326431603,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:03:15.000000 UTC,1326431603,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-01 13:03:28.000000 UTC,1326431603,user_engagement,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-07-30 11:30:09.000000 UTC,1334248701,first_visit,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-07-30 11:30:09.000000 UTC,1334248701,session_start,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-07-30 11:30:09.000000 UTC,1334248701,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-07-31 19:43:27.000000 UTC,1334248701,session_start,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-07-31 19:43:27.000000 UTC,1334248701,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:17:53.000000 UTC,1334248701,session_start,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:17:53.000000 UTC,1334248701,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:17:54.000000 UTC,1334248701,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:17:54.000000 UTC,1334248701,start_bnt,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:17:59.000000 UTC,1334248701,scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:04.000000 UTC,1334248701,Q1-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:10.000000 UTC,1334248701,Q2-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:22.000000 UTC,1334248701,Q3-1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:22.000000 UTC,1334248701,Q4-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:45.000000 UTC,1334248701,Q5-1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:45.000000 UTC,1334248701,Q6-1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:54.000000 UTC,1334248701,Q7-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:18:55.000000 UTC,1334248701,Q8-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:19:10.000000 UTC,1334248701,Q9-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:19:10.000000 UTC,1334248701,Q10-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:19:11.000000 UTC,1334248701,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:19:11.000000 UTC,1334248701,result_1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:19:14.000000 UTC,1334248701,60 % Scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:19:14.000000 UTC,1334248701,90 % Scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 12:19:19.000000 UTC,1334248701,scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:34:03.000000 UTC,1334248701,session_start,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:34:03.000000 UTC,1334248701,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-02 08:08:05.000000 UTC,1334248701,session_start,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-02 08:08:05.000000 UTC,1334248701,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
